Year,Incident Date,Incident Type,Track,Inv Location,Racing Type Description,Division,Weather Conditions,Horse,Trainer,Jockey Driver,Incident Description,Death or Injury
2013,04/02/2013,EQUINE DEATH,Finger Lakes Gaming & Racetrack,Finger Lakes,Non-Racing,Thoroughbred, ,Johar Beauty,BRIAN E. MC CALL, ,Johar Beauty-Tr. Brian McCall-large colon torsion with displacement-euthanized,Equine Death
2013,05/11/2013,ACCIDENT - TAGGED SULKY,Buffalo Raceway,after qtr.,Racing,Harness,51 degrees and cloudy,ALLAMERICAN IMPROV,JAMES P. GRAHAM,JOHN P. CUMMINGS JR,Allamerican Improv-Tr. Jim Graham-broke-locked wheels-unseated driver-ran around & bike hit wall-horse fell-no injuries reported-Tag#E5459291,Accident
2012,07/14/2012,EQUINE DEATH,Belmont Park (NYRA),Barn Area,Training,Thoroughbred,Cloudy 80 to 85 : degrees F,In Te Domine,CARLOS F. MARTIN, ,In Te Domine-Tr. Carlos Martin-suffered apparent CV collapse after treatment for severe tying up episode,Equine Death
2012,09/22/2012,STEWARDS/VETS LIST,Belmont Park (NYRA),Main Track,Racing,Thoroughbred,Cloudy 65 to 70 : degrees F,Inquest,CARLOS F. MARTIN,MICHAEL J. LUZZI,Inquest-Tr. Carlos Martin-eased up-walked off track-no injury found-must re-qualify,Steward's List
2012,07/15/2012,STEWARDS/VETS LIST,Belmont Park (NYRA),Before finish,Racing,Thoroughbred,Hazy 85-90 degrees,Style Watch,CARLOS F. MARTIN,JOSE (CARLOS) C. MONTALVO,Style Watch - Tr. Carlos Martin - pulled up - ambulanced off - uninjured- received dirt in the face - stopped running-must requalify,Steward's List
2011,11/04/2011,ACCIDENT - IN STARTING GATE,Aqueduct Racetrack (NYRA),"Main Track, Starting gate",Racing,Thoroughbred,Clear 50 to 55 : degrees F,Recurring Dream,CARLOS F. MARTIN,ARIEL E. SMITH,Recurring Dream -Tr. Carlos Martin- flipped in gate-scratched-walked off track-no injuries reported,Accident
2012,05/27/2012,STEWARDS/VETS LIST,Belmont Park (NYRA),"Main Track, 1/16 pole",Racing,Thoroughbred,Partly Cloudy 70 to 75 : degrees F,Style Watch,CARLOS F. MARTIN,ABEL LEZCANO,Style Watch-Tr. Carlos Martin-pulled up-ambulanced off-no injuries reported-must requalify,Steward's List
2012,08/27/2012,ACCIDENT - TAGGED SULKY,Monticello Raceway & Mighty M Gaming,"Main Track, Exit Ramp",Racing,Harness,Sunny 70 to 75 : degrees F,Velvety Smooth,BETTY (BETSY) R. PHILLIPS,MICHAEL A. FORTE,Velvety Smooth-Tr. Betty Phillips-reared up unseating driver-no injuries reported-sulky tagged #E5459189,Steward's List
2011,09/11/2011,EQUINE DEATH,Aqueduct Racetrack (NYRA),Barn # 8,Non-Racing,Thoroughbred,65*,Miss Paddywhacker,JOSEPH D. IMPERIO, ,Miss Paddywhacker -Tr. Joseph Imperio-severe colic-euthanized,Euthanasia
2011,09/23/2011,STEWARDS/VETS LIST,Yonkers Raceway,1/2 pole,Racing,Harness,Rain,JK Cracklin Rosie,LINDA J. TOSCANO,TIMOTHY A. TETRICK,JK Cracklin Rosie-Tr. Linda Toscano-DNF-laceration RF leg below ankle-must requalify,Steward's List
2011,12/28/2011,STEWARDS/VETS LIST,Monticello Raceway & Mighty M Gaming,"Main Track, 5/8 Pole",Racing,Harness,,Flying Flicka,JOSEPH R. CARRUBBA,JOSEPH R. BONGIORNO,Flying Flicka-Tr. Joseph Carrubba-pulled up-DNF-trainer said horse is lame-must requalify,Equine Injury
2011,09/16/2011,STEWARDS/VETS LIST,Vernon Downs,3/4 pole,Racing,Harness,Clear,Ideal Affair,JAMES G. GRAHAM,CHRISTOPHER E. LEMS,Ideal Affair-Tr. James Graham-choked up-collapsed-DNF-sustained superficial wounds to knees-driver uninjured,Steward's List
2011,12/06/2011,RACING INJURY,Monticello Raceway & Mighty M Gaming,"Main Track, 1/4 Pole",Racing,Harness,Rain 50 to 55 : degrees F,Slick,MICHAEL A. GALANTE,MICHAEL J. MERTON,Slick-Tr. Michael Galante-pulled up-ambulanced off-suspected fx RR pastern,Steward's List
2012,08/07/2012,STEWARDS/VETS LIST,Saratoga Gaming & Raceway,Paddock,Racing,Harness,Clear 75 to 80 : degrees F,Our Best Boy,DAVID J. CORLEW, ,Our Best Boy-Tr. David Corlew-scratched due to illness-must requalify,Steward's List
2011,12/05/2011,RACING INJURY,Monticello Raceway & Mighty M Gaming,"Main Track, Gate",Racing,Harness,Sunny 50 to 55 : degrees F,Ambro Bracken,ROBERT H. MERTON JR,MICHAEL J. MERTON,Ambro Bracken-Tr. Robert Merton-pulled up-ambulanced off-possible fx RF pastern,Equine Injury
2013,03/16/2013,STEWARDS/VETS LIST,Saratoga Gaming & Raceway,Main Track,Racing,Harness,Partly Cloudy 31Degrees,Angelo's Dream,JANICE CONNOR,BRIAN CONNOR,Angelo's Dream-Tr. Janice Connor-pulled up-vet checked-atrial fibrillation-must requalify, 
2012,06/30/2012,EQUINE DEATH,Finger Lakes Gaming & Racetrack,"Main Track, Finish of Race",Racing,Thoroughbred,Sunny 85 to 90 : degrees F,Hook Me Up,WILLIAM H. BARTLETT,RODOLFO IGNACIO,Hook Me Up - Tr. William Bartlett - pulled up - collapsed - died on track- suspected cardiac arrest,Equine Death
2012,08/05/2012,FALL OF RIDER,Saratoga Racecourse (NYRA),"Main Track, Start",Racing,Thoroughbred,Cloudy 85 to 90 : degrees F,Rockin Boogie,BRUCE N. LEVINE,RAMON A. DOMINGUEZ,Rockin Boogie-Tr. Bruce Levine-unseated rider after brushing with Our Mister-minor scrapes to horse-rider uninjured,Accident
2012,06/09/2012,EQUINE DEATH,Belmont Park (NYRA),"Training Track, 1/4 Pole",Training,Thoroughbred,Clear 65 to 70 : degrees F,Rodeo Bustin,BRUCE N. LEVINE, ,Rodeo Bustin - Tr. Bruce Levine - suffered injury while breezing - fx RF pastern - euthanized,Equine Death
2011,11/20/2011,EQUINE DEATH,Belmont Park (NYRA),Barn/Stall,Non-Racing,Thoroughbred,Partly Cloudy 50 to 55 : degrees F,Jaw Crusher,BRUCE N. LEVINE, ,Jaw Crusher-Tr. Bruce Levine-was treated for infection-developed colitis-died in stall,Equine Death
2011,11/05/2011,RACING INJURY,Aqueduct Racetrack (NYRA),During Race,Racing,Thoroughbred,,Bourbon Bandit,BRUCE N. LEVINE, ,Bourbon Bandit-Tr. Bruce Levine-fx R carpus-retired to owner's farm (See Case #723.12 also),Injury
2012,11/26/2012,EQUINE DEATH,Belmont Park (NYRA),Barn Area,Non-Racing,Thoroughbred,Mostly Cloudy 30 to 40 : degrees F,My Man Marty,BRUCE N. LEVINE, ,My Man Marty-Tr. Bruce Levine-founder-severe laminitis-euthanized,Equine Injury / Equine Death
2011,11/27/2011,STEWARDS/VETS LIST,Aqueduct Racetrack (NYRA),"Aqueduct Turf, 1/4 Pole",Racing,Thoroughbred,Clear 55 to 60 : degrees F,Gumption,BRUCE N. LEVINE,DAVID COHEN,Gumption-Tr. Bruce Levine-pulled up-ambulanced off-nothing found-resumed training,Steward's List
2012,11/04/2012,RACING INJURY,Aqueduct Racetrack (NYRA),"Main Track, Finish of Race",Racing,Thoroughbred,Mostly Cloudy 50 to 55 : degrees F,Duke of Naples,BRUCE N. LEVINE,WILMER GARCIA,Duke of Naples-Tr. Bruce Levine-pulled up-ambulanced off-suffered bowed tendon RF leg-retired,Equine Injury
2012,03/08/2012,STEWARDS/VETS LIST,Aqueduct Racetrack (NYRA),"Inner Track, Finish of Race",Racing,Thoroughbred,Clear 55 to 60 : degrees F,Titus Catienus,BRUCE N. LEVINE,IRAD ORTIZ JR,Titus Catienus-Tr. Bruce Levine-pulled up-ambulanced off-bled-must requalify,Steward's List
2012,01/07/2012,STEWARDS/VETS LIST,Aqueduct Racetrack (NYRA),"Inner Track, Finish of Race",Racing,Thoroughbred,Sunny 55 to 60 : degrees F,Sewan Indian,BRUCE N. LEVINE,IRAD ORTIZ JR,Sewan Indian-Tr.Bruce Levine-ambulanced off-horse bled,Steward's List
2012,02/15/2012,FALL OF HORSE,Monticello Raceway & Mighty M Gaming,"Main Track, First Turn",Training,Harness,,Runaway Con,DANIEL R. DALEY *,ALAN S. SCHWARTZ,Runaway Con-Tr. Daniel Daley-stumbled & fell-immediately got up & continued-no injuries reported, 
2012,09/14/2012,STEWARDS/VETS LIST,Tioga Downs,"Main Track, Stretch",Racing,Harness,,Royalpainintheneck,DANIEL R. DALEY *,DANIEL R. DALEY *,Royalpainintheneck-Tr. Daniel Daly-horse tripped on hobbles and fell-DNF-suffered multiple abrasions -driver uninjured-must requalify,Steward's List
2012,06/16/2012,STEWARDS/VETS LIST,Saratoga Gaming & Raceway,"Main Track, Paddock",Racing,Harness,Clear 70 to 75 : degrees F,Remarkable Journey,JAMES P. TRACY,BRIAN M. CROSS,Remarkable Journey-Tr. James Tracy-lame & sore in hind- scratched-DNR,Steward's List
2012,05/24/2012,STEWARDS/VETS LIST,Monticello Raceway & Mighty M Gaming,Before  & after start,Racing,Harness,Showers 70 to 75 : degrees F,Cam's Accord,RAHEIM T. STRONG,ALAN S. SCHWARTZ,Cam's Accord-Tr. Rahiem Strong-pulled up-horse refused to pace-lame LR-must requalify,Steward's List
2011,10/22/2011,ACCIDENT - ON TRACK,Saratoga Gaming & Raceway,First turn,Racing,Harness,Cloudy 50-55: Degrees F,Bad Hat Harry,DAVID L. BYER,BRIAN M. CROSS, Sharkety-Tr. Sam Schillaci-suffered cuts & abrasions-turned out- Ryan Elite-Tr. Cheryl McGivern&Bad Hat Harry-Tr. David Byer-no injuries reported,Accident
2012,10/24/2012,STEWARDS/VETS LIST,Saratoga Gaming & Raceway,"Main Track, 1/2 Mile Pole",Racing,Harness,Cloudy 50 to 55 : degrees F,Bad Hat Harry,DAVID L. BYER,MARK D. BECKWITH,Bad Hat Harry-Tr. David Byer-poor performance-pulled up-DNF-rapid/irregular heartbeat-must requalify,Steward's List
2012,09/25/2012,EQUINE DEATH,Finger Lakes Gaming & Racetrack,Finger Lakes,Non-Racing,Thoroughbred, ,Swift to the Bid,STEPHEN P. UBBINK, ,Swift to the Bid- Tr. Stephen Ubbink-found to have multiple small fx L  carpus in addition to osteoarthritis-euthanized,Equine Death
2013,04/26/2013,STEWARDS/VETS LIST,Belmont Park (NYRA),After Finish,Unknown,Thoroughbred, ,Miss Silver Birch,GLENN B. DISANTO,KEIBER COA,Miss Silver Birch-Tr. Glen Disanto-pulled up-ambulanced off-possible bruise or abcess-stall rest, 
2012,07/11/2012,ACCIDENT - TAGGED SULKY,Buffalo Raceway,"Main Track, 5/8 Pole",Racing,Harness,Clear 85 to 90 : degrees F,Bordeaux,NEAL RUSSO,KEITH J. KASH JR,Bordeaux-Tr. Neal Russo-caught wheel of Lil Western Dude-Tr. C. Cummings (Sulky Tag # E5459292)-both horses fell w/ minor injuries-drivers unseated w/ minor injuries,Accident
2012,08/15/2012,STEWARDS/VETS LIST,Saratoga Racecourse (NYRA),"Inner Turf, Finish of Race",Racing,Thoroughbred,Mostly Cloudy 80 to 85 : degrees F,Dual Mandate,TERESA M. POMPAY,RAJIV C. MARAGH,Dual Mandate-Tr. Terry Pompay-pulled up-ambulanced off-horse bled-convalescing,Steward's List
2011,09/20/2011,STEWARDS/VETS LIST,Finger Lakes Gaming & Racetrack,First turn,Racing,Thoroughbred, ,SARATOGA WARRIOR,MICHAEL A. LECESSE,LUIS E. PEREZ,Saratoga Warrior-Tr. Michael Lecesse-pulled up-Lame left hind leg-must requalify,Lameness
2013,06/13/2013,RACING INJURY,Finger Lakes Gaming & Racetrack,3/8 pole,Racing,Thoroughbred, ,Oatka Idas Rose,MICHAEL A. LECESSE,PEDRO A. RODRIGUEZ,Oatka Idas Rose-Tr. Michael Lecesse-pulled up-ambulanced off-possible sesamoid problem-retirement recommended,Lameness
2012,11/23/2012,STEWARDS/VETS LIST,Saratoga Gaming & Raceway,"Main Track, Paddock",Racing,Harness,Showers 45 to 50 : degrees F,Triple Tab,MAUREEN M. SALINO,KIM L. CRAWFORD,Triple Tab-Tr. Maureen Salino-sustained RR suspensory injury day before race-RR lameness noted on trot & walk-scratched,Steward's List
2012,08/17/2012,STEWARDS/VETS LIST,Saratoga Gaming & Raceway,Paddock-Warm-up,Racing,Harness,Cloudy 65 to 70 : degrees F,Triple Tab,MAUREEN M. SALINO, ,Triple Tab-Tr. Maureen Salino-favoring RR leg-State vet exam revealed soreness RR suspensory-scratched,Steward's List
2011,11/30/2011,EQUINE DEATH,Belmont Park (NYRA),"Training Track, Finish of work out",Training,Thoroughbred,Clear 50 to 55 : degrees F,Sunny by My Side,JOSEPH A. LOSTRITTO, ,Sunny by My Side-Tr. Joseph Lostritto-fx RH leg  & RF cannon bone-euthanized,Euthanasia
2012,09/22/2012,STEWARDS/VETS LIST,Belmont Park (NYRA),Finish,Racing,Thoroughbred,Cloudy,My Brother Rudy,JOSEPH A. LOSTRITTO,JULISSA LAREDO,My Brother Rudy-Tr. Joseph Lostritto-eased up-walked off track-no injury reported-must re-qualify,Steward's List
2011,10/06/2011,FALL OF RIDER,Finger Lakes Gaming & Racetrack,1/8 pole,Racing,Thoroughbred, ,MY PERCEPTIVE GIRL,MICHAEL I. PROGNO,JOEL SONE,My Perceptive Girl-Tr. Michael Progno-ducked in unseating rider-no injuries reported,Accident
2012,06/18/2012,EQUINE DEATH,Yonkers Raceway,1/4 Pole,Racing,Harness,Clear 60 to 65 : degrees F,General Mcardle,THOMAS F. CORELLI,BRIAN J. SEARS,General Mcardle-Tr. Thomas Corelli-pulled up-vanned off-fx RF ankle-euthanized,Equine Death
2012,06/14/2012,EQUINE DEATH,Belmont Park (NYRA),Main Track - After Finish,Racing,Thoroughbred,Mostly Cloudy 65 to 70 : degrees F,Star Lillie,DAVID G. DONK,RAMON A. DOMINGUEZ,Star Lillie - Dr. David Donk - ambulanced to barn - fx LF leg - euthanized,Equine Death
2012,04/05/2012,STEWARDS/VETS LIST,Aqueduct Racetrack (NYRA),"Aqueduct Turf, Starting Gate",Racing,Thoroughbred,Clear 60 to 65 : degrees F,Star Lillie,DAVID G. DONK,IRAD ORTIZ JR,Star Lillie-Tr. David Donk-reared and hit hind end-scratched-walked off track-horse ok & still training,Steward's List
2010,03/19/2010,EQUINE DEATH,Finger Lakes Gaming & Racetrack,Training Track,Training,Thoroughbred, ,Clever Muse,RAMON E. VASQUEZ, ,Clever Muse-Tr. Ramon Vasquez-fx RF sesamoid-euthanized,Euthanasia
2012,09/21/2012,EQUINE DEATH,Belmont Park (NYRA),"Main Track, 1 mile n 1/16 pole",Training,Thoroughbred,Clear 55 to 60 : degrees F,Join Forces,ANGEL A. PENNA JR, ,Join Forces-Tr. Angel Penna-fx LF leg while breezing-euthanized on track,Equine Injury / Equine Death
2013,06/22/2013,STEWARDS/VETS LIST,Saratoga Gaming & Raceway,Warm-up,Racing,Harness,Warm,Joe Palz,MITCHELL J. MACKENZIE,MARK D. BECKWITH,Joe Palz-Tr. Mitchell MacKensie-observed RF lameness during warm-up-scratched,Lameness
2012,03/07/2012,FALL OF HORSE,Buffalo Raceway,"Main Track, Backstretch",Racing,Harness,Clear 60 to 65 : degrees F,Arizona Helen,GERALD W. SARAMA,RAYMOND E. FISHER JR,Arizona Helen - Tr. Gerry Sarama - horse choked down & fell - minor scrapes to nose & head,Equine Injury
2012,08/20/2012,EQUINE DEATH,Saratoga Racecourse (NYRA),Oklahoma Training Grass,Training,Thoroughbred,Clear 70 to 75 : degrees F,Molly Mingun,JONATHAN E. SHEPPARD, ,Molly Mingun-Tr. Jonathan Sheppard-fx L humerus-euthanized on track,Equine Injury / Equine Death
2012,07/15/2012,EQUINE DEATH,Saratoga Racecourse (NYRA),Mellon Turf/Open House Race,Racing,Thoroughbred,Cloudy 85 to 90 : degrees F,Twice the Price*,JONATHAN E. SHEPPARD, ,Twice the Price-Tr. Jonathan Sheppard-suffered fx LF Cannon bone-euthanized,Equine Injury / Equine Death
2012,08/17/2012,STEWARDS/VETS LIST,Saratoga Racecourse (NYRA),After Finish,Racing,Thoroughbred, ,Stack the Storm,JONATHAN E. SHEPPARD,ANNA (ROSIE) R. NAPRAVNIK,Stack the Storm-Tr. Jonathan Sheppard-pulled up-ambulanced off-no injuries reported-resumed training,Steward's List
2012,08/23/2012,STEWARDS/VETS LIST,Saratoga Racecourse (NYRA),"Inner Turf, 10TH FENCE",Racing,Thoroughbred,Clear 80 to 85 : degrees F,Divine Fortune,JONATHAN E. SHEPPARD,BRIAN CROWLEY,Divine Fortune-Tr. J. Sheppard- fell unseated rider/Left Unsaid-Tr. T. Voss-fell over fallen horse-no injuries to horses or riders reported,Steward's List
2012,11/16/2012,EQUINE DEATH,Finger Lakes Gaming & Racetrack,Walker Field,Non-Racing,Thoroughbred, ,TJ'S BODYLAN,MICHAEL S. FERRARO, ,T J'S Bodylan-Tr. Michael Ferraro-aggravated arthritis-condition worsened in spite of treatment-euthanized 5 days later,Equine Death
2011,11/19/2011,EQUINE DEATH,Finger Lakes Gaming & Racetrack,Barn/Stall,Non-Racing,Thoroughbred, ,CHAIRMAN TUCKER,MICHAEL S. FERRARO, ,Chairman Tucker-Tr. Michael Ferraro-severe osteoarthritis L carpus-euthanized,Euthanasia
2013,06/01/2013,FALL OF RIDER,Finger Lakes Gaming & Racetrack,Post Parade,Racing,Thoroughbred,Clear,Camies Kruzen,MICHAEL S. FERRARO,DAVID M. LOPEZ,Camies Kruzen-Tr. Michael Ferraro-reared up striking pony person and unseating rider-ran off but captured near clocker stand-no injuries reported, 
2012,11/27/2012,EQUINE DEATH,Finger Lakes Gaming & Racetrack,"Main Track, 1/4 Pole",Racing,Thoroughbred,Mostly Cloudy 30 to 40 : degrees F,New Mandate,MICHAEL S. FERRARO,DAVID M. LOPEZ,New Mandate-Tr. Michael Ferraro-collapsed-fx LF sesamoid-euthanized on track,Equine Death
2011,11/20/2011,RACING INJURY,Saratoga Gaming & Raceway,"Main Track, Warm-up",Racing,Harness,Cloudy 60 to 65 : degrees F,Night Shadows K,LEWIS R. MILLER, ,Night Shadows K-Tr. Lewis Miller-LR lameness with swelling-scratched-treated-turned out,Lameness
2011,10/06/2011,EQUINE DEATH,Belmont Park (NYRA),1/4 pole-Main Track,Training,Thoroughbred,clear  45-50 degrees,Determinedly,MICHAEL E. HUSHION, ,Determinedly - Tr. Michael Hushion - collapsed & died while breezing - cardiovascular collapse,Equine Death
2012,02/17/2012,EQUINE DEATH,Aqueduct Racetrack (NYRA),"Inner Track, 3/8 Pole",Racing,Thoroughbred,Clear 45 to 50 : degrees F,Unruly Storm,MICHAEL E. HUSHION,JOSE I. RODRIGUEZ,Unruly Storm-Tr. Rudy Rodriguez-ambulanced off-suffered cut to LF leg-infection set in-euthanized 9 days later,Euthanasia
2012,06/02/2012,EQUINE DEATH,Belmont Park (NYRA),"Main Track, Finish line",Racing,Thoroughbred,Partly Cloudy 65 to 70 : degrees F,My Girl Gracie,MICHAEL E. HUSHION,ALEXANDER CANCHARI,My Girl Gracie-Tr. Michael Hushion-pulled up-ambulanced off-RF knee injury-euthanized,Euthanasia
2012,06/05/2012,ACCIDENT - TAGGED SULKY,Monticello Raceway & Mighty M Gaming,"Main Track, 1/4 Pole",Racing,Harness,Cloudy 55 to 60 : degrees F,Mor Winning Ways,GREGORY C. DECKER JR,MICHAEL J. MERTON,Mor Winning Ways-Tr. Gregory Decker  Jr.-horse broke causing wheel to hook another's unseating driver-no injuries reported-# E5459221,Accident
2012,10/14/2012,STEWARDS/VETS LIST,Saratoga Gaming & Raceway,warm-up,Racing,Harness,Cloudy 50 to 55 : degrees F,All Spirit,JUDITH L. LANPHER,SAMUEL J. SCHILLACI,All Spirit- Tr. Judith Lanpher-vet check after warm-up revealed lame LF foot-scratched-must requalify,Steward's List
2011,10/24/2011,EQUINE DEATH,Belmont Park (NYRA),"Training Track, 1/8 Pole",Training,Thoroughbred,Cloudy 55 to 60 : degrees F,Wild News,JOHN PARISELLA, ,Wild News-Tr. John Parisella-fx LF sesamoid-euthanized,Euthanasia
2012,02/26/2012,EQUINE DEATH,Aqueduct Racetrack (NYRA),"Inner Track, Finish of Race",Racing,Thoroughbred,Clear 30 to 40 : degrees F,Tiz a Lil Meatball,JOHN PARISELLA,CHARLES C. LOPEZ,Tiz a Lil Meatbal-Tr. John Parisella-pulled up-ambulanced off-ruptured RH suspensory-euthanized 2 days later,Euthanasia
2012,01/15/2012,EQUINE DEATH,Aqueduct Racetrack (NYRA),1/4 Pole,Racing,Thoroughbred,clear,Afleet Sue,CHRISTOPHER J. ENGLEHART,CHARLES C. LOPEZ,Alfeet Sue-Tr. Chris Englehart-pulled up-ambulanced off-fx both LF sesamoids-euthanized,Equine Death
2012,12/27/2012,STEWARDS/VETS LIST,Aqueduct Racetrack (NYRA),"Inner Track, First Turn",Racing,Thoroughbred,Mostly Cloudy 30 to 40 : degrees F,The Kenosha Kid,CHRISTOPHER J. ENGLEHART,PABLO MORALES,The Kenosha Kid-Tr. Christopher Englehart-bolted to outside-pulled up-walked off-no injuries reported,Steward's List
2012,10/21/2012,STEWARDS/VETS LIST,Belmont Park (NYRA),"Main Track, Finish of Race",Racing,Thoroughbred,,Powhatan County,CHRISTOPHER J. ENGLEHART,RAJIV C. MARAGH,Powhatan County-TR Christopher Englehart-ambulanced off-no injuries reported,Steward's List
2012,08/16/2012,STEWARDS/VETS LIST,Finger Lakes Gaming & Racetrack,"Main Track, Gate-1st Turn",Racing,Thoroughbred,Sunny 75 to 80 : degrees F,Life's Precious,CHRISTOPHER J. ENGLEHART,JOHN R. DAVILA,Life's Precious-Tr. Chris Englehart-pulled up-walked off track-possibly pulled muscle L hip-must requalify,Steward's List
2011,10/22/2011,EQUINE DEATH,Finger Lakes Gaming & Racetrack,1/8 Pole,Racing,Thoroughbred, ,GROUNDED LOVE,CHRISTOPHER J. ENGLEHART,JOHN R. DAVILA,Grounded Love-Tr. Christopher Englehart-fx LF sesamoid-euthanized,Equine Death
2013,05/27/2013,EQUINE DEATH,Finger Lakes Gaming & Racetrack,Finger Lakes,Training,Thoroughbred, ,Moyer's Pond,CHRISTOPHER J. ENGLEHART,JOHN R. DAVILA,Moyer's Pond-Tr Christopher Englehart-unseated rider-horse fell exiting track-fx L shoulder-euthanized,Equine Death
2012,03/24/2012,STEWARDS/VETS LIST,Aqueduct Racetrack (NYRA),"Main Track, Finish of Race",Racing,Thoroughbred,Sunny 55 to 60 : degrees F,Wetzel,CHRISTOPHER J. ENGLEHART,CORNELIO VELASQUEZ,Wetzel-Tr. Neal Terracciano-pulled up-ambulanced off-old L knee fx-horse walking,Steward's List
2012,12/13/2012,EQUINE DEATH,Aqueduct Racetrack (NYRA),"Inner Track, Barn Area",Racing,Thoroughbred,Clear 40 to 45 : degrees F,El Macho,CHRISTOPHER J. ENGLEHART,CORNELIO VELASQUEZ,El Macho-Tr. Christopher Englehart-one day after race xrays revealed RF leg fx-euthanized,Equine Death
2013,01/27/2013,EQUINE DEATH,Aqueduct Racetrack (NYRA),"Inner Track, 1/2 pole",Racing,Thoroughbred,Clear 20 to 30 : degrees F,Formal Attire,CHRISTOPHER J. ENGLEHART,CORNELIO VELASQUEZ,Formal Attire-Christopher Englehart-pulled up-ambulanced off-fx RF leg-euthanized,Equine Injury / Equine Death
2012,08/08/2012,FALL OF RIDER,Saratoga Racecourse (NYRA),"Inner Turf, Post Parade",Racing,Thoroughbred,Clear 85 to 90 : degrees F,Roaring Conquest,CHRISTOPHER J. ENGLEHART,JAVIER J. CASTELLANO,Roaring Conquest-Tr. Christopher Englehart-rider Javier Castellano thrown & suffered jammed thumb-scratched-no injury to horse reported,Accident
2011,12/14/2011,RACING INJURY,Aqueduct Racetrack (NYRA),"Inner Track, Finish of Race",Racing,Thoroughbred,Clear 45 to 50 : degrees F,Spina,CHRISTOPHER J. ENGLEHART, ,Spina-Tr. Chris Englehart-claimed by Carlos Martin-ambulanced from paddock-chip fracture-under vet care- to be re-evaluated,Steward's List
2012,03/29/2012,FALL OF RIDER,Aqueduct Racetrack (NYRA),"Main Track, Post Parade",Racing,Thoroughbred,Clear 50 to 55 : degrees F,Hooked On Dance,CHRISTOPHER J. ENGLEHART,DENNIS CARR,Hooked on Dance-Tr. Christopher Englehart-unseated rider & ran loose-scratched-no injuries reported,Accident
2010,11/17/2010,EQUINE DEATH - INFECTIOUS DISEASE,Finger Lakes Gaming & Racetrack,Barn,Non-Racing,Thoroughbred, ,She's Smoken Hot,CHRISTOPHER J. ENGLEHART, ,She's Smoken Hot-Tr. Chris Englehart-EHV-euthanized,Euthanasia
2011,06/26/2011,RACING INJURY,Belmont Park (NYRA),After the finish,Racing,Thoroughbred,85* Cloudy,Casa Di Vino,CHRISTOPHER J. ENGLEHART, , Casa Di Vino-Tr. Cristopher Englehart-ambulanced off-bowed tendon-retired,Injury
2012,09/03/2012,EQUINE DEATH,Finger Lakes Gaming & Racetrack,Finger Lakes,Non-Racing,Thoroughbred, ,Just A Country Girl,CHRISTOPHER J. ENGLEHART, ,Just A Country Girl-Tr. Chris Englehart-severe degenerative arthritis-euthanized,Equine Death
2012,10/15/2012,EQUINE DEATH,Belmont Park (NYRA),"Training Track, Finish Line",Training,Thoroughbred,Cloudy 55 to 60 : degrees F,No Cat Like That,CHRISTOPHER J. ENGLEHART, ,No Cat Like That-Tr. Chris Englehart-fx RH leg-euthanized on track,Equine Injury / Equine Death
2012,02/22/2012,RACING INJURY,Aqueduct Racetrack (NYRA),Finish of Race,Racing,Thoroughbred,Rain 45 to 50 : degrees F,High Stakes Player,CHRISTOPHER J. ENGLEHART,ANNA (ROSIE) R. NAPRAVNIK,High Stakes Player-Tr. Chris Englehart-pulled up-ambulanced off-fx RF coffin bone-retired,Injury
2011,09/03/2011,EQUINE DEATH,Belmont Park (NYRA),Barn 56,Non-Racing,Thoroughbred, ,Franklin Delano,J J. CAMPO, ,Franklin Delano-Tr. John Campo-found dead in stall-being treated for diarrhea-colitis,Equine Death
2013,04/05/2013,FALL OF RIDER,Aqueduct Racetrack (NYRA),3/8 Pole,Racing,Thoroughbred, ,Miz Orwell,PATRICK J. KELLY,PIERRE TOMAS,Miz Orwell-Tr. Patrick Kelly-ducked inside unseating rider Pierre Tomas-runs loose & back on track causing Golden Jewell-Tr. Carlos Martin to pull up-no injuries to horses-rider Pierre Tomas taken to hospital, 
2012,06/04/2012,STEWARDS/VETS LIST,Monticello Raceway & Mighty M Gaming,"Main Track, 1/4 Pole",Racing,Harness,Drizzle 60 to 65 : degrees F,Jetta Baran,PETER P. PELLEGRINO,GREGORY MERTON,Jetta Baran-Tr. Peter Pellegrino-broke-DNF-lame LR suspensory-must requalify,Steward's List
2012,11/07/2012,RACING INJURY,Monticello Raceway & Mighty M Gaming,"Main Track, 1/4 Pole",Racing,Harness,Cloudy 40 to 45 : degrees F,Art Maker,PETER P. PELLEGRINO,GREGORY MERTON,Art Maker-Tr. P. Pellegrino-pulled up-walked off-recurring lameness-retired,Steward's List
2012,05/03/2012,EQUINE DEATH,Vernon Downs,"Main Track, Finish of Race",Racing,Harness,Clear 65 to 70 : degrees F,George The Anamil,NICHOLAS GIBIDES,BRIAN CONNOR,George the Anamil-Tr.Nicholas Gibides-horse died on paddock ramp-L lung anurism,Equine Death
2012,06/21/2012,ACCIDENT - TAGGED SULKY,Vernon Downs,"Main Track, Gate",Racing,Harness,Clear 85 to 90 : degrees F,Rolling Jackpot,PETER P. CARNEY,CLAUDE L. HUCKABONE JR,Rolling Jackpot - Tr. Peter Carney - became unmanageble - reared up & kicked sulky - scratched from race - #E5409097,Accident
